transaction_id,transaction_at,business_date,processor,venue_area,terminal_id,reference_id,auth_code,tender_type,transaction_type,amount,settlement_status,batch_id,source_file,discrepancy_count,discrepancy_types,recommended_actions
txn-17773,2026-04-03 20:30:27,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-15,REQ-FP-201114,FP38074,CARD,SALE,98.66,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17774,2026-04-03 20:30:27,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-147,INV-S4-104212,AUTH9228,AMEX,SALE,36.71,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17775,2026-04-03 20:30:27,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-146,INV-S4-111420,AUTH9375,VISA,SALE,16.28,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17776,2026-04-03 20:30:28,2026-04-03,Shift4,SEC-302-BAR,TERM-116,INV-S4-100374,AUTH1055,VISA,SALE,13.95,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17777,2026-04-03 20:30:28,2026-04-03,Shift4,MERCH-MAIN,TERM-100,INV-S4-103293,AUTH1039,VISA,SALE,21.88,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17778,2026-04-03 20:30:28,2026-04-03,Shift4,MERCH-MAIN,TERM-138,INV-S4-106197,AUTH2631,AMEX,SALE,8.81,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17779,2026-04-03 20:30:28,2026-04-03,Shift4,SEC-302-BAR,TERM-138,INV-S4-107766,AUTH4313,VISA,SALE,40.65,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17780,2026-04-03 20:30:28,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-147,INV-S4-110764,AUTH9741,VISA,SALE,16.6,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17781,2026-04-03 20:30:29,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-203100,FP15212,CARD,SALE,195.64,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17782,2026-04-03 20:30:29,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-17,REQ-FP-203332,FP99099,CARD,SALE,74.95,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17783,2026-04-03 20:30:29,2026-04-03,Shift4,SEC-302-BAR,TERM-110,INV-S4-102836,AUTH7031,AMEX,SALE,34.05,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17784,2026-04-03 20:30:29,2026-04-03,Shift4,MERCH-MAIN,TERM-125,INV-S4-107569,AUTH2562,VISA,SALE,30.29,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17785,2026-04-03 20:30:30,2026-04-03,Shift4,SEC-302-BAR,TERM-144,INV-S4-103162,AUTH5232,MC,SALE,24.78,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17786,2026-04-03 20:30:31,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301267,,AMAZON,SALE,45.9,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17787,2026-04-03 20:30:31,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-16,REQ-FP-200105,FP31928,CARD,SALE,378.92,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17788,2026-04-03 20:30:31,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-6,SG-ORD-401598,SG80489,DEBIT,TRANSFER,178.76,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17789,2026-04-03 20:30:31,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-112,INV-S4-102120,AUTH9475,VISA,SALE,30.69,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17790,2026-04-03 20:30:31,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-130,INV-S4-107264,AUTH2892,MC,SALE,26.27,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17791,2026-04-03 20:30:31,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-6,T2-500291,T2REF65684,APP_PAY,SALE,38.38,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17792,2026-04-03 20:30:31,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-3,T2-501967,T2REF18835,APP_PAY,SALE,18.01,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17793,2026-04-03 20:30:32,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301626,,AMAZON,SALE,74.54,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17794,2026-04-03 20:30:32,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-4,SG-ORD-402819,SG73827,CREDIT,SALE,120.9,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17795,2026-04-03 20:30:32,2026-04-03,Shift4,MERCH-MAIN,TERM-138,INV-S4-101530,AUTH8408,MC,SALE,16.65,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17796,2026-04-03 20:30:32,2026-04-03,Shift4,SEC-302-BAR,TERM-103,INV-S4-102518,AUTH4249,MC,SALE,21.7,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17797,2026-04-03 20:30:32,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-128,INV-S4-108053,AUTH6264,VISA,SALE,41.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17798,2026-04-03 20:30:32,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-11,T2-501457,T2REF44438,APP_PAY,SALE,63.11,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17799,2026-04-03 20:30:33,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-13,REQ-FP-200602,FP90465,CARD,SALE,268.04,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17800,2026-04-03 20:30:33,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-203730,FP28205,CARD,SALE,457.49,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17801,2026-04-03 20:30:33,2026-04-03,SeatGeek,BOX-OFFICE,SG-BOX-6,SG-ORD-401011,SG91634,CREDIT,REFUND,284.13,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,1,Refund requires offset review,Match this refund against the original sale and settlement batch.
txn-17802,2026-04-03 20:30:33,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-135,INV-S4-100912,AUTH9475,VISA,SALE,35.32,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17803,2026-04-03 20:30:34,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300325,,AMAZON,SALE,30.36,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17804,2026-04-03 20:30:34,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301743,,AMAZON,SALE,60.17,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17805,2026-04-03 20:30:34,2026-04-03,Shift4,MERCH-MAIN,TERM-144,INV-S4-102776,AUTH6589,VISA,SALE,25.24,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17806,2026-04-03 20:30:34,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-135,INV-S4-110392,AUTH2549,VISA,SALE,32.01,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17807,2026-04-03 20:30:35,2026-04-03,Shift4,MERCH-MAIN,TERM-120,INV-S4-101376,AUTH2429,VISA,SALE,42.81,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17808,2026-04-03 20:30:35,2026-04-03,Shift4,MERCH-MAIN,TERM-130,INV-S4-107344,AUTH4282,VISA,SALE,36.28,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17809,2026-04-03 20:30:35,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-107,INV-S4-108529,AUTH6315,VISA,SALE,12.66,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17810,2026-04-03 20:30:35,2026-04-03,Shift4,SEC-302-BAR,TERM-133,INV-S4-108647,AUTH9695,VISA,SALE,23.53,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17811,2026-04-03 20:30:36,2026-04-03,Shift4,SEC-302-BAR,TERM-124,INV-S4-100551,AUTH4897,MC,SALE,15.22,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17812,2026-04-03 20:30:36,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-138,INV-S4-103125,AUTH5128,VISA,SALE,12.7,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17813,2026-04-03 20:30:36,2026-04-03,Shift4,SEC-302-BAR,TERM-102,INV-S4-107036,AUTH2280,VISA,SALE,30.38,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17814,2026-04-03 20:30:37,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-401111,SG17481,DEBIT,SALE,340.19,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17815,2026-04-03 20:30:37,2026-04-03,Shift4,SEC-302-BAR,TERM-114,INV-S4-111544,AUTH8434,VISA,SALE,10.93,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17816,2026-04-03 20:30:37,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-11,T2-501545,T2REF28742,CREDIT,SALE,17.95,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17817,2026-04-03 20:30:39,2026-04-03,Shift4,SEC-302-BAR,TERM-111,INV-S4-104603,AUTH3785,VISA,SALE,26.28,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17818,2026-04-03 20:30:40,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300525,,AMAZON,SALE,56.49,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17819,2026-04-03 20:30:40,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-14,REQ-FP-200324,FP64116,CARD,SALE,161.34,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17820,2026-04-03 20:30:40,2026-04-03,Shift4,SEC-302-BAR,TERM-148,INV-S4-103578,AUTH4420,VISA,SALE,11.99,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17821,2026-04-03 20:30:41,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-16,REQ-FP-202540,FP54061,CARD,SALE,368.15,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17822,2026-04-03 20:30:41,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-17,REQ-FP-202719,FP40581,CARD,SALE,269.36,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17823,2026-04-03 20:30:41,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-120,INV-S4-105460,AUTH9551,MC,SALE,34.38,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17824,2026-04-03 20:30:42,2026-04-03,Shift4,MERCH-MAIN,TERM-135,INV-S4-104672,AUTH9754,VISA,SALE,26.05,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17825,2026-04-03 20:30:43,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302916,,AMAZON,SALE,51.16,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17826,2026-04-03 20:30:43,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-119,INV-S4-100707,AUTH3932,VISA,SALE,9.06,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17827,2026-04-03 20:30:43,2026-04-03,Shift4,SEC-302-BAR,TERM-137,INV-S4-104110,AUTH2947,VISA,SALE,23.67,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17828,2026-04-03 20:30:43,2026-04-03,Shift4,MERCH-MAIN,TERM-111,INV-S4-104111,AUTH5032,VISA,SALE,13.44,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17829,2026-04-03 20:30:44,2026-04-03,Shift4,MERCH-MAIN,TERM-111,INV-S4-105329,AUTH8115,DISC,SALE,37.27,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17830,2026-04-03 20:30:44,2026-04-03,Shift4,SEC-302-BAR,TERM-132,INV-S4-109839,AUTH3628,VISA,SALE,32.29,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17831,2026-04-03 20:30:45,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300632,,AMAZON,SALE,21.75,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17832,2026-04-03 20:30:45,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-15,REQ-FP-203747,FP81138,CARD,SALE,380.32,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17833,2026-04-03 20:30:45,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-107,INV-S4-104890,AUTH9886,VISA,SALE,26.28,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17834,2026-04-03 20:30:46,2026-04-03,SeatGeek,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-400564,SG18112,DEBIT,SALE,192.65,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17835,2026-04-03 20:30:46,2026-04-03,Shift4,MERCH-MAIN,TERM-127,INV-S4-101228,AUTH2619,VISA,SALE,8.14,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17836,2026-04-03 20:30:47,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301328,,AMAZON,SALE,32.8,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17837,2026-04-03 20:30:48,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-18,REQ-FP-204879,FP15421,CARD,SALE,284.94,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17838,2026-04-03 20:30:48,2026-04-03,SeatGeek,GATE-B-TICKET,SG-BOX-5,SG-ORD-400192,SG81158,CREDIT,SALE,231.7,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17839,2026-04-03 20:30:48,2026-04-03,Shift4,MERCH-MAIN,TERM-117,INV-S4-109814,AUTH9412,MC,SALE,12.77,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17840,2026-04-03 20:30:49,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302509,,AMAZON,SALE,75.68,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17841,2026-04-03 20:30:49,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-12,REQ-FP-203321,FP24429,CARD,SALE,222.91,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17842,2026-04-03 20:30:49,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-18,REQ-FP-203556,FP72859,CARD,SALE,81.83,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17843,2026-04-03 20:30:49,2026-04-03,Shift4,MERCH-MAIN,TERM-143,INV-S4-102796,AUTH3012,MC,SALE,34.39,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17844,2026-04-03 20:30:49,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-125,INV-S4-105552,AUTH9205,VISA,SALE,16.85,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17845,2026-04-03 20:30:49,2026-04-03,Shift4,SEC-302-BAR,TERM-140,INV-S4-106976,AUTH1145,VISA,SALE,27.59,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17846,2026-04-03 20:30:50,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-11,REQ-FP-202470,FP39937,CARD,SALE,94.17,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17847,2026-04-03 20:30:51,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-3,SG-ORD-401210,SG19237,MOBILE_PAY,SALE,88.27,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17848,2026-04-03 20:30:51,2026-04-03,Shift4,SEC-302-BAR,TERM-129,INV-S4-108469,AUTH2105,AMEX,SALE,26.21,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17849,2026-04-03 20:30:52,2026-04-03,Shift4,SEC-302-BAR,TERM-136,INV-S4-107109,AUTH5739,MC,SALE,34.63,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17850,2026-04-03 20:30:52,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-101,INV-S4-109040,AUTH7653,VISA,SALE,19.29,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17851,2026-04-03 20:30:53,2026-04-03,Shift4,MERCH-MAIN,TERM-149,INV-S4-103681,AUTH2906,VISA,SALE,32.38,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17852,2026-04-03 20:30:53,2026-04-03,Shift4,SEC-302-BAR,TERM-147,INV-S4-104977,AUTH4346,VISA,SALE,28.67,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17853,2026-04-03 20:30:53,2026-04-03,Shift4,MERCH-MAIN,TERM-110,INV-S4-108192,AUTH4117,VISA,SALE,13.96,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17854,2026-04-03 20:30:53,2026-04-03,Shift4,MERCH-MAIN,TERM-143,INV-S4-110290,AUTH5651,VISA,SALE,14.31,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17855,2026-04-03 20:30:53,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-1,T2-500688,T2REF21560,APP_PAY,SALE,26.98,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17856,2026-04-03 20:30:54,2026-04-03,Shift4,MERCH-MAIN,TERM-113,INV-S4-107739,AUTH3181,VISA,SALE,20.11,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17857,2026-04-03 20:30:55,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-117,INV-S4-101351,AUTH3769,AMEX,SALE,29.54,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17858,2026-04-03 20:30:55,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-103,INV-S4-107800,AUTH1842,VISA,SALE,19.91,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17859,2026-04-03 20:30:56,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302303,,AMAZON,SALE,21.58,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17860,2026-04-03 20:30:56,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-3,T2-500154,T2REF60616,APP_PAY,SALE,28.7,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17861,2026-04-03 20:30:56,2026-04-03,Tapin2,SUITE-DELIVERY,T2-KIOSK-1,T2-500864,T2REF13202,CREDIT,SALE,33.95,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17862,2026-04-03 20:30:57,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-302892,,AMAZON,SALE,52.21,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17863,2026-04-03 20:30:57,2026-04-03,Shift4,MERCH-MAIN,TERM-147,INV-S4-103869,AUTH3697,VISA,SALE,14.02,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17864,2026-04-03 20:30:58,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-17,REQ-FP-203828,FP62755,CARD,SALE,475.83,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17865,2026-04-03 20:30:58,2026-04-03,Shift4,MERCH-MAIN,TERM-138,INV-S4-101481,AUTH6101,MC,SALE,12.11,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17866,2026-04-03 20:30:59,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-15,REQ-FP-203246,FP84827,CARD,SALE,280.86,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17867,2026-04-03 20:30:59,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-107,INV-S4-106280,AUTH3993,VISA,SALE,8.32,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17868,2026-04-03 20:30:59,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-119,INV-S4-109853,AUTH6558,VISA,SALE,25.64,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17869,2026-04-03 20:31:00,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-3,T2-501559,T2REF18990,APP_PAY,SALE,62.15,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17870,2026-04-03 20:31:01,2026-04-03,FreedomPay,VIP-SUITE-B,FP-TERM-16,REQ-FP-200365,FP30729,CARD,SALE,73.75,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17871,2026-04-03 20:31:02,2026-04-03,FreedomPay,TKT-GATE-4,FP-TERM-12,REQ-FP-204929,FP28423,CARD,SALE,252.74,SETTLED,FP-STORE-A,freedompay_settlement.csv,0,,
txn-17872,2026-04-03 20:31:02,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-6,T2-500991,T2REF73418,COMP,SALE,42.21,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17873,2026-04-03 20:31:02,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-2,T2-501844,T2REF54113,APP_PAY,SALE,25.87,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17874,2026-04-03 20:31:03,2026-04-03,Shift4,SEC-302-BAR,TERM-121,INV-S4-104544,AUTH8801,VISA,SALE,10.25,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17875,2026-04-03 20:31:03,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-126,INV-S4-105538,AUTH6148,VISA,SALE,42.16,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17876,2026-04-03 20:31:03,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-132,INV-S4-111708,AUTH4224,VISA,SALE,25.68,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17877,2026-04-03 20:31:04,2026-04-03,Shift4,MERCH-MAIN,TERM-120,INV-S4-103183,AUTH9020,VISA,SALE,11.2,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17878,2026-04-03 20:31:04,2026-04-03,Shift4,MERCH-MAIN,TERM-116,INV-S4-104100,AUTH8762,VISA,SALE,36.49,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17879,2026-04-03 20:31:04,2026-04-03,Shift4,SEC-302-BAR,TERM-147,INV-S4-108903,AUTH1750,VISA,SALE,37.63,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17880,2026-04-03 20:31:04,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-100,INV-S4-108920,AUTH4540,VISA,SALE,40.02,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17881,2026-04-03 20:31:05,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-112,INV-S4-102026,AUTH2249,VISA,SALE,15.42,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17882,2026-04-03 20:31:06,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-7,SG-ORD-401247,SG49146,CREDIT,SALE,104.11,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17883,2026-04-03 20:31:06,2026-04-03,SeatGeek,GATE-A-TICKET,SG-BOX-5,SG-ORD-401520,SG41366,DEBIT,SALE,126.3,SETTLED,EVT-2026-0403,seatgeek_settlement.csv,0,,
txn-17884,2026-04-03 20:31:06,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-134,INV-S4-101314,AUTH5279,VISA,SALE,25.27,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17885,2026-04-03 20:31:07,2026-04-03,Shift4,SEC-302-BAR,TERM-115,INV-S4-111954,AUTH8802,VISA,SALE,31.11,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17886,2026-04-03 20:31:07,2026-04-03,Tapin2,MOBILE-ORDER-CONCOURSE,T2-KIOSK-3,T2-501441,T2REF75910,APP_PAY,SALE,57.39,SETTLED,T2-BATCH-0403,tapin2_settlement.csv,0,,
txn-17887,2026-04-03 20:31:08,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-139,INV-S4-101229,AUTH3284,MC,SALE,36.39,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17888,2026-04-03 20:31:08,2026-04-03,Shift4,MERCH-MAIN,TERM-122,INV-S4-107270,AUTH8503,VISA,SALE,13.76,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17889,2026-04-03 20:31:09,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-110,INV-S4-105761,AUTH4876,VISA,SALE,25.13,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17890,2026-04-03 20:31:09,2026-04-03,Shift4,MERCH-MAIN,TERM-106,INV-S4-107147,AUTH7857,VISA,SALE,16.65,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17891,2026-04-03 20:31:09,2026-04-03,Shift4,MERCH-MAIN,TERM-126,INV-S4-108302,AUTH8273,VISA,SALE,21.1,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17892,2026-04-03 20:31:09,2026-04-03,Shift4,SEC-302-BAR,TERM-130,INV-S4-111576,AUTH3420,VISA,SALE,43.07,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17893,2026-04-03 20:31:10,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-301636,,AMAZON,SALE,55.79,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
txn-17894,2026-04-03 20:31:10,2026-04-03,Shift4,SEC-114-CONCESSIONS,TERM-100,INV-S4-106310,AUTH6114,MC,SALE,44.14,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17895,2026-04-03 20:31:10,2026-04-03,Shift4,MERCH-MAIN,TERM-109,INV-S4-110261,AUTH9619,VISA,SALE,21.8,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17896,2026-04-03 20:31:11,2026-04-03,Shift4,MERCH-MAIN,TERM-113,INV-S4-103672,AUTH4211,DISC,SALE,37.35,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17897,2026-04-03 20:31:11,2026-04-03,Shift4,SEC-302-BAR,TERM-116,INV-S4-104662,AUTH8826,AMEX,SALE,43.93,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17898,2026-04-03 20:31:12,2026-04-03,Shift4,MERCH-MAIN,TERM-139,INV-S4-109186,AUTH9149,VISA,SALE,35.93,SETTLED,BATCH-1,shift4_settlement.csv,0,,
txn-17899,2026-04-03 20:31:14,2026-04-03,Amazon JWO,JWO-STORE-1,GATE-A1,AMZ-TRX-300799,,AMAZON,SALE,31.53,SETTLED,AMZ-LOC-1,amazon_jwo_settlement.csv,0,,
